# Reference library (divisor): wt
# Comparison library (numerator): mut
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	2204860	2205579	.	+	0	ID=cds-WP_011033789.1;Parent=gene-MM_RS09605;Dbxref=GenBank:WP_011033789.1,GeneID:1480196;Name=WP_011033789.1;Ontology_term=GO:1901285,GO:0016645,GO:0051539;gbkey=CDS;go_function=oxidoreductase activity%2C acting on the CH-NH group of donors|0016645||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=5%2C6%2C7%2C8-tetrahydromethanopterin biosynthetic process|1901285||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020741.1;locus_tag=MM_RS09605;product=dihydromethanopterin reductase (acceptor);protein_id=WP_011033789.1;transl_table=11	219.86111111111111	340.5833333333333	129.47619047619048	160.0	198.675125618461	0.0965706733375427	0.209498832769621	0.460960436203185	0.644826990412071	0.833486910239169
sense	NC_003901.1	Protein Homology	CDS	2205826	2206524	.	-	0	ID=cds-WP_011033790.1;Parent=gene-MM_RS09610;Dbxref=GenBank:WP_011033790.1,GeneID:1480197;Name=WP_011033790.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033790.1;locus_tag=MM_RS09610;product=ABC transporter ATP-binding protein;protein_id=WP_011033790.1;transl_table=11	57.0	82.75	39.5	60.333333333333336	58.2515888306284	-0.252139151101558	0.273336894882979	-0.922448289351876	0.356294791372347	0.619724647188919
sense	NC_003901.1	Protein Homology	CDS	2206506	2207459	.	-	0	ID=cds-WP_011033791.1;Parent=gene-MM_RS09615;Dbxref=GenBank:WP_011033791.1,GeneID:1480198;Name=WP_011033791.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412135.1;locus_tag=MM_RS09615;product=ABC transporter ATP-binding protein;protein_id=WP_011033791.1;transl_table=11	187.0	182.44444444444446	48.44444444444444	84.5	112.090135258256	0.591588236289906	0.244126901005966	2.42328163693623	0.0153809970923534	0.0831088448837755
sense	NC_003901.1	Protein Homology	CDS	2207456	2208424	.	-	0	ID=cds-WP_011033792.1;Parent=gene-MM_RS09620;Dbxref=GenBank:WP_011033792.1,GeneID:1480199;Name=WP_011033792.1;Ontology_term=GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033792.1;locus_tag=MM_RS09620;product=ABC transporter permease;protein_id=WP_011033792.1;transl_table=11	135.0	187.91666666666666	52.25	67.80882352941177	99.2122182562934	0.495203731352108	0.243744861619578	2.03164787992533	0.0421893158406543	0.166184744104041
sense	NC_003901.1	Protein Homology	CDS	2208421	2209368	.	-	0	ID=cds-WP_011033793.1;Parent=gene-MM_RS09625;Dbxref=GenBank:WP_011033793.1,GeneID:1480200;Name=WP_011033793.1;Ontology_term=GO:0055085;gbkey=CDS;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033793.1;locus_tag=MM_RS09625;product=ABC transporter permease;protein_id=WP_011033793.1;transl_table=11	229.61111111111111	294.59090909090907	150.0	222.33333333333334	218.551595497151	-0.27855380207235	0.197002353345885	-1.4139617996506	0.157373118942033	0.390011642595474
sense	NC_003901.1	Protein Homology	CDS	2209487	2211310	.	-	0	ID=cds-WP_226987567.1;Parent=gene-MM_RS09630;Dbxref=GenBank:WP_226987567.1,GeneID:1480201;Name=WP_226987567.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412138.1;locus_tag=MM_RS09630;product=ABC transporter substrate-binding protein;protein_id=WP_226987567.1;transl_table=11	330.9242424242425	390.79090909090905	158.33333333333331	253.16666666666666	267.469272522898	0.0197021006150156	0.190193031346636	0.103590023648698	0.917494705042736	0.964928361212175
sense	NC_003901.1	Protein Homology	CDS	2211994	2212935	.	-	0	ID=cds-WP_011033795.1;Parent=gene-MM_RS09635;Dbxref=GenBank:WP_011033795.1,GeneID:1480202;Name=WP_011033795.1;Ontology_term=GO:0046872;gbkey=CDS;go_function=metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033795.1;locus_tag=MM_RS09635;product=PHP domain-containing protein;protein_id=WP_011033795.1;transl_table=11	22.77777777777778	32.5	13.0	18.2	20.3161589555305	0.00365218571987398	0.31882582227584	0.0114551126812878	0.990860342333494	NA
sense	NC_003901.1	Protein Homology	CDS	2213349	2213846	.	+	0	ID=cds-WP_011033796.1;Parent=gene-MM_RS09640;Dbxref=GenBank:WP_011033796.1,GeneID:1480203;Name=WP_011033796.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033796.1;locus_tag=MM_RS09640;product=hypothetical protein;protein_id=WP_011033796.1;transl_table=11	154.33333333333331	288.9	78.5	181.33333333333334	160.329289986476	-0.0113921738764476	0.234126589833655	-0.048658180536186	0.961191703471017	0.984413562062643
sense	NC_003901.1	Protein Homology	CDS	2214087	2215295	.	-	0	ID=cds-WP_011033797.1;Parent=gene-MM_RS09645;Dbxref=GenBank:WP_011033797.1,GeneID:1480204;Name=WP_011033797.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033797.1;locus_tag=MM_RS09645;product=MFS transporter;protein_id=WP_011033797.1;transl_table=11	15.333333333333334	39.0	23.5	21.583333333333332	25.341301708352	-0.38790934027187	0.317664498174852	-1.22112902921356	0.2220371700924	NA
sense	NC_003901.1	Protein Homology	CDS	2215312	2215782	.	-	0	ID=cds-WP_011033798.1;Parent=gene-MM_RS09650;Dbxref=GenBank:WP_011033798.1,GeneID:1480205;Name=WP_011033798.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033798.1;locus_tag=MM_RS09650;product=MarR family winged helix-turn-helix transcriptional regulator;protein_id=WP_011033798.1;transl_table=11	45.25	62.0	45.0	64.0	55.3974314366973	-0.63539114681157	0.276819404950307	-2.29532733417165	0.0217143722647048	0.104953734174974
sense	NC_003901.1	Protein Homology	CDS	2216049	2216546	.	+	0	ID=cds-WP_011033799.1;Parent=gene-MM_RS09655;Dbxref=GenBank:WP_011033799.1,GeneID:1480206;Name=WP_011033799.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033799.1;locus_tag=MM_RS09655;product=hypothetical protein;protein_id=WP_011033799.1;transl_table=11	188.1666666666667	200.3333333333334	156.05555555555554	204.66666666666669	192.112090915652	-0.615574552024141	0.212195720521319	-2.900975337824	0.00372003154848782	0.0288376845638776
sense	NC_003901.1	Protein Homology	CDS	2216691	2217056	.	+	0	ID=cds-WP_011033800.1;Parent=gene-MM_RS09660;Dbxref=GenBank:WP_011033800.1,GeneID:1480207;Name=WP_011033800.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033800.1;locus_tag=MM_RS09660;product=hypothetical protein;protein_id=WP_011033800.1;transl_table=11	81.0	127.0	36.0	78.0	73.6546000240912	0.0653953376466352	0.26395575031377	0.247751138472636	0.80432696224446	0.914008173217748
sense	NC_003901.1	Protein Homology	CDS	2217370	2218254	.	-	0	ID=cds-WP_011033801.1;Parent=gene-MM_RS09665;Dbxref=GenBank:WP_011033801.1,GeneID:1480208;Name=WP_011033801.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033801.1;locus_tag=MM_RS09665;product=follicular epithelium yolk protein subunit;protein_id=WP_011033801.1;transl_table=11	33.0	37.125	18.25	23.166666666666668	26.6924138692914	-0.024469878688741	0.312711973118256	-0.0782505333733653	0.9376287653945	NA
sense	NC_003901.1	Protein Homology	CDS	2218883	2219122	.	-	0	ID=cds-WP_349239152.1;Parent=gene-MM_RS09675;Dbxref=GenBank:WP_349239152.1,GeneID:1480210;Name=WP_349239152.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412142.1;locus_tag=MM_RS09675;product=DUF2683 family protein;protein_id=WP_349239152.1;transl_table=11	89.0	106.33333333333333	85.0	119.5	103.479004424448	-0.732592118389848	0.239570240630594	-3.0579429083576	0.00222862030948208	0.0196762547751983
sense	NC_003901.1	Protein Homology	CDS	2219327	2220676	.	+	0	ID=cds-WP_011033804.1;Parent=gene-MM_RS09680;Dbxref=GenBank:WP_011033804.1,GeneID:1480211;Name=WP_011033804.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412143.1;locus_tag=MM_RS09680;product=DNA double-strand break repair nuclease NurA;protein_id=WP_011033804.1;transl_table=11	728.8333333333334	961.8333333333334	510.3333333333333	686.8666666666668	707.031209473482	-0.304606200379191	0.161495847459405	-1.88615500132757	0.0592740703484991	0.206606381898186
sense	NC_003901.1	Protein Homology	CDS	2220666	2222825	.	+	0	ID=cds-WP_155395250.1;Parent=gene-MM_RS09685;Dbxref=GenBank:WP_155395250.1,GeneID:1480212;Name=WP_155395250.1;Ontology_term=GO:0005524,GO:0016887;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412144.1;locus_tag=MM_RS09685;product=ATP-binding protein;protein_id=WP_155395250.1;transl_table=11	815.375	1057.1035464535466	438.2	569.211111111111	679.865543721991	0.061375378032477	0.165084445310614	0.371781714000955	0.71005537947445	0.86947387874146
sense	NC_003901.1	tRNAscan-SE	tRNA	2224352	2224426	.	-	.	ID=rna-MM_RS09695;Parent=gene-MM_RS09695;Dbxref=GeneID:2820523;anticodon=(pos:complement(2224388..2224390));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS09695;product=tRNA-Pro	4104.333333333334	4288.0	2814.0	3964.3333333333335	3800.13769482179	-0.456597290208787	0.157143641256646	-2.90560462108087	0.00366544288353768	0.0284904878674975
sense	NC_003901.1	Protein Homology	CDS	2224583	2225167	.	-	0	ID=cds-WP_011033806.1;Parent=gene-MM_RS09700;Dbxref=GenBank:WP_011033806.1,GeneID:1480213;Name=WP_011033806.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412145.1;locus_tag=MM_RS09700;product=UbiX family flavin prenyltransferase;protein_id=WP_011033806.1;transl_table=11	231.0	331.5	157.5	183.5	218.011388918779	-0.114775057722084	0.206932898890571	-0.554648672769907	0.579134990135102	0.795250550931857
sense	NC_003901.1	Protein Homology	CDS	2225167	2225547	.	-	0	ID=cds-WP_011033807.1;Parent=gene-MM_RS09705;Dbxref=GenBank:WP_011033807.1,GeneID:1480214;Name=WP_011033807.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033807.1;locus_tag=MM_RS09705;product=hypothetical protein;protein_id=WP_011033807.1;transl_table=11	81.0	138.5	35.0	68.0	72.3684520471623	0.222878022796137	0.264980868299627	0.841109866634289	0.400286388150916	0.659521816511739
sense	NC_003901.1	Protein Homology	CDS	2225553	2226770	.	-	0	ID=cds-WP_011033808.1;Parent=gene-MM_RS09710;Dbxref=GenBank:WP_011033808.1,GeneID:1480215;Name=WP_011033808.1;Ontology_term=GO:0042578,GO:0046872;gbkey=CDS;go_function=phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412147.1;locus_tag=MM_RS09710;product=HD domain-containing protein;protein_id=WP_011033808.1;transl_table=11	678.4333333333333	924.6	358.33333333333337	460.0	566.770870091199	0.125962805733107	0.169609668418261	0.742662885363822	0.457685805402053	0.702693753574545
sense	NC_003901.1	Protein Homology	CDS	2226908	2227819	.	+	0	ID=cds-WP_011033809.1;Parent=gene-MM_RS09715;Dbxref=GenBank:WP_011033809.1,GeneID:1480216;Name=WP_011033809.1;Ontology_term=GO:0000287,GO:0043743;gbkey=CDS;gene=cofD;go_function=magnesium ion binding|0000287||IEA,LPPG:FO 2-phospho-L-lactate transferase activity|0043743||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033809.1;locus_tag=MM_RS09715;product=2-phospho-L-lactate transferase;protein_id=WP_011033809.1;transl_table=11	734.5	1049.7833333333333	439.0	617.6000000000001	674.549484882695	-0.0665968350264701	0.160856480111312	-0.414014001676434	0.678863852659363	0.851729486267056
sense	NC_003901.1	Protein Homology	CDS	2228317	2230443	.	+	0	ID=cds-WP_011033810.1;Parent=gene-MM_RS09720;Dbxref=GenBank:WP_011033810.1,GeneID:1480217;Name=WP_011033810.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033810.1;locus_tag=MM_RS09720;product=FmdE family protein;protein_id=WP_011033810.1;transl_table=11	3457.983333333333	4675.049999999999	2303.442857142857	3044.3333333333335	3266.71937318274	-0.215204854508515	0.146063088153136	-1.47336919429561	0.140651512131598	0.36183535023589
sense	NC_003901.1	Protein Homology	CDS	2230892	2231461	.	+	0	ID=cds-WP_011033811.1;Parent=gene-MM_RS09725;Dbxref=GenBank:WP_011033811.1,GeneID:1480218;Name=WP_011033811.1;gbkey=CDS;gene=hpt;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033811.1;locus_tag=MM_RS09725;product=hypoxanthine/guanine phosphoribosyltransferase;protein_id=WP_011033811.1;transl_table=11	105.5	184.75	44.5	90.0	94.93413790126	0.25874863098609	0.251536040501354	1.02867418311253	0.303632805486397	0.566170984957638
sense	NC_003901.1	Protein Homology	CDS	2231442	2232449	.	+	0	ID=cds-WP_048039123.1;Parent=gene-MM_RS09730;Dbxref=GenBank:WP_048039123.1,GeneID:1480219;Name=WP_048039123.1;Ontology_term=GO:0017183,GO:0043364;gbkey=CDS;gene=dph2;go_function=glycyl-radical enzyme activating activity|0043364||IEA;go_process=protein histidyl modification to diphthamide|0017183||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306625.1;locus_tag=MM_RS09730;product=diphthamide biosynthesis enzyme Dph2;protein_id=WP_048039123.1;transl_table=11	171.70000000000002	283.5	69.8	131.95	147.138062531423	0.318405279440138	0.224637479829525	1.41741832076184	0.156360659362206	0.388828431792927
sense	NC_003901.1	Protein Homology	CDS	2232533	2233126	.	+	0	ID=cds-WP_011033813.1;Parent=gene-MM_RS09735;Dbxref=GenBank:WP_011033813.1,GeneID:1480220;Name=WP_011033813.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033813.1;locus_tag=MM_RS09735;product=METTL5 family protein;protein_id=WP_011033813.1;transl_table=11	396.3333333333333	552.25	220.0	465.0	389.395820680016	-0.27247372589419	0.186670098244437	-1.45965384095634	0.144385233930064	0.3668949956597
sense	NC_003901.1	Protein Homology	CDS	2233429	2234379	.	+	0	ID=cds-WP_011033814.1;Parent=gene-MM_RS09740;Dbxref=GenBank:WP_011033814.1,GeneID:1480221;Name=WP_011033814.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033814.1;locus_tag=MM_RS09740;product=exosome complex RNA-binding protein Csl4;protein_id=WP_011033814.1;transl_table=11	5738.166666666666	5038.933333333333	1786.0	2788.0	3537.24563061203	0.4352066313096	0.17729260647741	2.45473649441243	0.0140987892701263	0.078515671280186
sense	NC_003901.1	Protein Homology	CDS	2234475	2234753	.	+	0	ID=cds-WP_011033815.1;Parent=gene-MM_RS09745;Dbxref=GenBank:WP_011033815.1,GeneID:1480222;Name=WP_011033815.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033815.1;locus_tag=MM_RS09745;product=DNA-directed RNA polymerase subunit L;protein_id=WP_011033815.1;transl_table=11	412.0	570.3333333333333	336.0	577.0	473.614934003337	-0.639201471599982	0.16835398456903	-3.79677067481519	0.000146593284538753	0.00216951578700404
sense	NC_003901.1	Protein Homology	CDS	2235058	2236218	.	+	0	ID=cds-WP_011033816.1;Parent=gene-MM_RS09750;Dbxref=GenBank:WP_011033816.1,GeneID:1480223;Name=WP_011033816.1;Ontology_term=GO:0043766;gbkey=CDS;gene=pscS;go_function=Sep-tRNA:Cys-tRNA synthase activity|0043766||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412153.1;locus_tag=MM_RS09750;product=O-phospho-L-seryl-tRNA:Cys-tRNA synthase;protein_id=WP_011033816.1;transl_table=11	203.0	316.8333333333333	115.0	148.7	182.387002217718	0.119248338414815	0.211937264798329	0.562658664715181	0.573667336334994	0.789607455836093
sense	NC_003901.1	Protein Homology	CDS	2236384	2236722	.	-	0	ID=cds-WP_011033817.1;Parent=gene-MM_RS09755;Dbxref=GenBank:WP_011033817.1,GeneID:1480224;Name=WP_011033817.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011020768.1;locus_tag=MM_RS09755;product=winged helix-turn-helix domain-containing protein;protein_id=WP_011033817.1;transl_table=11	75.0	101.33333333333334	39.0	126.66666666666667	82.3676846994982	-0.486305618485796	0.272941546086245	-1.78172075837854	0.0747947800146332	0.242665653462655
sense	NC_003901.1	Protein Homology	CDS	2236960	2237514	.	+	0	ID=cds-WP_011033818.1;Parent=gene-MM_RS09760;Dbxref=GenBank:WP_011033818.1,GeneID:1480225;Name=WP_011033818.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033818.1;locus_tag=MM_RS09760;product=ferredoxin domain-containing protein;protein_id=WP_011033818.1;transl_table=11	42.2	64.9909090909091	14.5	35.0	34.6737995079973	0.232106923163547	0.304665062281149	0.761842928183724	0.446153755843198	NA
sense	NC_003901.1	Protein Homology	CDS	2237737	2238201	.	-	0	ID=cds-WP_011032309.1-2;Parent=gene-MM_RS09765;Dbxref=GenBank:WP_011032309.1,GeneID:1480226;Name=WP_011032309.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032309.1;locus_tag=MM_RS09765;product=IS200/IS605-like element ISMma21 family transposase;protein_id=WP_011032309.1;transl_table=11	16.851587301587273	18.490476190476166	6.505952380952381	12.289285714285699	12.6748986854116	0.0453613572299774	0.318124431194258	0.142589982981465	0.886614009061081	NA
sense	NC_003901.1	Protein Homology	CDS	2238532	2239794	.	-	0	ID=cds-WP_011033819.1;Parent=gene-MM_RS09770;Dbxref=GenBank:WP_011033819.1,GeneID:1480227;Name=WP_011033819.1;Ontology_term=GO:0009089,GO:0008836;gbkey=CDS;gene=lysA;go_function=diaminopimelate decarboxylase activity|0008836||IEA;go_process=lysine biosynthetic process via diaminopimelate|0009089||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412155.1;locus_tag=MM_RS09770;product=diaminopimelate decarboxylase;protein_id=WP_011033819.1;transl_table=11	683.3333333333334	722.95	305.0	382.83333333333337	492.861820788776	0.198394310282394	0.184710100649932	1.07408479332917	0.282784679428975	0.539760382862791
sense	NC_003901.1	Protein Homology	CDS	2240438	2241325	.	+	0	ID=cds-WP_011033820.1;Parent=gene-MM_RS09775;Dbxref=GenBank:WP_011033820.1,GeneID:1480228;Name=WP_011033820.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011033820.1;locus_tag=MM_RS09775;product=HAD family hydrolase;protein_id=WP_011033820.1;transl_table=11	70.83333333333334	97.03333333333333	56.0	64.0	71.2551713686425	-0.279311364610839	0.264810056730379	-1.05476116753083	0.291534568805874	0.550511499395295
sense	NC_003901.1	GeneMarkS-2+	CDS	2241322	2241993	.	+	0	ID=cds-WP_011033821.1;Parent=gene-MM_RS09780;Dbxref=GenBank:WP_011033821.1,GeneID:1480229;Name=WP_011033821.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS09780;product=hypothetical protein;protein_id=WP_011033821.1;transl_table=11	54.4	61.07142857142857	19.5	42.5	40.9762951439881	0.0897938042620635	0.295621176629163	0.303746183835483	0.761321269666847	NA
